Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""tc_0_1_1_MM_OR/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Firefox 68.0,,,2019-07-25 11:45:48,2019-07-25 11:45:48,0.055s,PASSED
"setText(findTestObject(""tc_0_1_1_MM_OR/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Firefox 68.0,,,2019-07-25 11:45:48,2019-07-25 11:45:48,0.044s,PASSED
"click(findTestObject(""tc_0_1_1_MM_OR/Page_CURA Healthcare Service/button_Login""))",Firefox 68.0,,,2019-07-25 11:45:48,2019-07-25 11:45:48,0.366s,PASSED
"verifyTextPresent(""Make Appointment"", false, CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-07-25 11:45:48,2019-07-25 11:45:48,0.119s,PASSED
closeBrowser(),Firefox 68.0,,,2019-07-25 11:45:48,2019-07-25 11:45:49,0.780s,PASSED
,,,,,,,
Test Cases/tc_0_2_1_SM_Alibris_Book_Stoore,Firefox 68.0,,,2019-07-25 11:45:49,2019-07-25 11:45:57,8.440s,PASSED
"openBrowser(""https://www.alibris.com/"")",Firefox 68.0,,,2019-07-25 11:45:49,2019-07-25 11:45:54,5.314s,PASSED
maximizeWindow(),Firefox 68.0,,,2019-07-25 11:45:54,2019-07-25 11:45:54,0.009s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_Alibris - Buy new and used books textbooks music and movies/input_Search by Title Author or ISBN_keyword""), 2)",Firefox 68.0,,,2019-07-25 11:45:54,2019-07-25 11:45:54,0.023s,PASSED
"setText(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_Alibris - Buy new and used books textbooks music and movies/input_Search by Title Author or ISBN_keyword""), ""Steam engine"")",Firefox 68.0,,,2019-07-25 11:45:54,2019-07-25 11:45:54,0.054s,PASSED
"click(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_Alibris - Buy new and used books textbooks music and movies/input_Select Book Format Menu_hs""))",Firefox 68.0,,,2019-07-25 11:45:54,2019-07-25 11:45:55,0.654s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/a_Building Simple Model Steam Engines""), 3)",Firefox 68.0,,,2019-07-25 11:45:55,2019-07-25 11:45:55,0.032s,PASSED
"click(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/button_Add to Cart""), OPTIONAL)",Firefox 68.0,,,2019-07-25 11:45:55,2019-07-25 11:45:56,0.379s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/h2_Items Added to Cart""), 2, OPTIONAL)",Firefox 68.0,,,2019-07-25 11:45:56,2019-07-25 11:45:56,0.521s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/h2_Your cart summary""), 2, OPTIONAL)",Firefox 68.0,,,2019-07-25 11:45:56,2019-07-25 11:45:56,0.012s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/h3_Building Simple Model Steam""), 2, OPTIONAL)",Firefox 68.0,,,2019-07-25 11:45:56,2019-07-25 11:45:56,0.018s,PASSED
closeBrowser(),Firefox 68.0,,,2019-07-25 11:45:56,2019-07-25 11:45:57,1.251s,PASSED
