Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maximizeWindow(),Firefox 68.0,,,2019-07-25 11:21:05,2019-07-25 11:21:05,0.010s,PASSED
"click(findTestObject(""tc_0_1_1_MM_OR/Page_CURA Healthcare Service/button_Login""))",Firefox 68.0,,,2019-07-25 11:21:05,2019-07-25 11:21:05,0.396s,PASSED
"waitForElementPresent(findTestObject(""tc_0_1_1_MM_OR/Page_CURA Healthcare Service/p_Login failed Please ensure the username and password are valid""), 2)",Firefox 68.0,,,2019-07-25 11:21:05,2019-07-25 11:21:05,0.023s,PASSED
"setText(findTestObject(""tc_0_1_1_MM_OR/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Firefox 68.0,,,2019-07-25 11:21:05,2019-07-25 11:21:05,0.055s,PASSED
"setText(findTestObject(""tc_0_1_1_MM_OR/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Firefox 68.0,,,2019-07-25 11:21:05,2019-07-25 11:21:05,0.044s,PASSED
"click(findTestObject(""tc_0_1_1_MM_OR/Page_CURA Healthcare Service/button_Login""))",Firefox 68.0,,,2019-07-25 11:21:05,2019-07-25 11:21:06,0.372s,PASSED
"verifyTextPresent(""Make Appointment"", false, CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-07-25 11:21:06,2019-07-25 11:21:06,0.111s,PASSED
closeBrowser(),Firefox 68.0,,,2019-07-25 11:21:06,2019-07-25 11:21:06,0.790s,PASSED
,,,,,,,
Test Cases/tc_0_2_1_SM_Alibris_Book_Stoore,Firefox 68.0,,,2019-07-25 11:21:06,2019-07-25 11:21:52,45.847s,PASSED
"openBrowser(""https://www.alibris.com/"")",Firefox 68.0,,,2019-07-25 11:21:07,2019-07-25 11:21:12,5.529s,PASSED
maximizeWindow(),Firefox 68.0,,,2019-07-25 11:21:12,2019-07-25 11:21:12,0.020s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_Alibris - Buy new and used books textbooks music and movies/input_Search by Title Author or ISBN_keyword""), 2)",Firefox 68.0,,,2019-07-25 11:21:12,2019-07-25 11:21:12,0.023s,PASSED
"setText(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_Alibris - Buy new and used books textbooks music and movies/input_Search by Title Author or ISBN_keyword""), ""Steam engine"")",Firefox 68.0,,,2019-07-25 11:21:12,2019-07-25 11:21:12,0.050s,PASSED
"click(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_Alibris - Buy new and used books textbooks music and movies/input_Select Book Format Menu_hs""))",Firefox 68.0,,,2019-07-25 11:21:12,2019-07-25 11:21:15,2.534s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/a_Building Simple Model Steam Engines""), 3)",Firefox 68.0,,,2019-07-25 11:21:15,2019-07-25 11:21:15,0.017s,PASSED
"click(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/button_Add to Cart""), OPTIONAL)",Firefox 68.0,,,2019-07-25 11:21:15,2019-07-25 11:21:45,30.464s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/h2_Items Added to Cart""), 2, OPTIONAL)",Firefox 68.0,,,2019-07-25 11:21:45,2019-07-25 11:21:47,2.082s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/h2_Your cart summary""), 2, OPTIONAL)",Firefox 68.0,,,2019-07-25 11:21:47,2019-07-25 11:21:49,2.082s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/tc_0_2_1_SM_OR/Page_steam engine - Alibris/h3_Building Simple Model Steam""), 2, OPTIONAL)",Firefox 68.0,,,2019-07-25 11:21:49,2019-07-25 11:21:51,2.088s,PASSED
closeBrowser(),Firefox 68.0,,,2019-07-25 11:21:51,2019-07-25 11:21:52,0.800s,PASSED
